SCENARIO,CASE,SubWS,CASE2,TER.AREA,TA,NP,PD,TE,ED,LSI,AREA_AM,PARA_AM,PAFRAC,NDCA,DCAD,CWED,TECI,ECON_AM,CONTAG,CONNECT,COHESION,DIVISION,RPR,SHDI,AI,CA.DEV,PLAND.DEV,NP.DEV,CWED.DEV,TECI.DEV,CA.FOR,PLAND.FOR,NP.FOR,CWED.FOR,TECI.FOR,CA.LOAG,PLAND.LOAG,NP.LOAG,CWED.LOAG,TECI.LOAG,CA.HIAG,PLAND.HIAG,NP.HIAG,CWED.HIAG,TECI.HIAG,CA.WTR,PLAND.WTR,NP.WTR,CWED.WTR,TECI.WTR,POP_MIN,POP_MAX,POP_RANG,POP_MEAN,POP_STD,POP_SUM,MEAN_RI,AMP_MIN,AMP_MAX,AMP_RANG,AMP_MEAN,AMP_STD,AMP_SUM,P_AVL_TOT,P_AVL_HA,P_RET_TOT,P_RET_HA,P_EXP_TOT,P_EXP_HA,N_AVL_TOT,N_AVL_HA,N_RET_TOT,N_RET_HA,N_EXP_TOT,N_EXP_HA,P_VALUE,N_VALUE,GITTEST
BE,BENSubwatershed37,37,BE37,11874.2976,12336.1113,5242,42.4931,1676869.0732,135.9317,38.8492,169.6103,273.9728,1.3686,5242,42.4931,33.3097,23.8037,25.6015,31.2466,.1793,95.7894,.9863,100,1.2347,79.7521,919.0712,7.4503,1544,6.8681,16.2955,5371.2721,43.541,999,25.7605,29.4784,4702.2437,38.1177,1712,27.8987,24.6457,881.7106,7.1474,838,4.785,19.0106,461.8137,3.7436,149,.953,15.7044,6.03146327194E-005,69.0877151489,69.0876548343,.0895194893237,.80777745021,12119.3275036,7.35402534361043,0,18.2765350342,18.2765350342,.877002357762,1.08526468245,118734.71821,6747.40121390903,.56823581833666,5209.83070338568,.438748537293329,1537.57051052335,.129487281043331,39127.8291642591,3.29516999508747,29689.18326278,2.50028963926085,9438.64590147914,.794880355826616,28390409.190729,13529853.6886843,0
BE,BENSubwatershed4,4,BE4,10080.2589,10119.4421,4960,49.0146,1415090.3405,139.8388,36.4513,148.0723,282.8813,1.3379,4960,49.0146,37.2356,25.6703,27.9394,27.9384,.1573,95.0191,.9854,100,1.2804,79.1091,656.909,6.4916,1181,6.7026,18.6683,3608.6711,35.6608,898,27.9531,33.5675,2608.7734,25.7798,2031,20.4842,22.0744,3205.9054,31.6807,726,18.1319,26.6313,39.1831,.3872,124,.7453,26.4112,0,92.8832855225,92.8832855225,.0914921210934,1.46757889422,10161.4809371,7.74468180190172,0,20.5456638336,20.5456638336,.612007872742,.977042047218,67983.6705278,9794.79481854272,.971680878012243,6443.98018808355,.639267329540866,3350.81463045917,.332413548471376,48929.9455135018,4.85403658764179,32243.0285124394,3.1986309907615,16686.9170010623,1.65540559688029,35115773.3854483,14693683.3658298,0
BE,BENSubwatershed5,5,BE5,10917.4101,10948.0276,4661,42.5739,1363622.0818,124.5541,33.6873,384.0568,251.9097,1.3407,4661,42.5739,30.6508,23.7742,25.0742,30.3689,.1686,96.4454,.9649,100,1.2732,81.4467,1943.2077,17.7494,1051,7.8274,16.7838,5233.0378,47.7989,839,24.03,28.64,2239.6323,20.4569,1986,19.6885,23.7718,1501.5323,13.7151,689,8.9727,24.5416,30.6175,.2797,96,.4461,22.4694,0,68.8338012695,68.8338012695,.145617610309,1.11491744539,17493.3347616,7.69608264911626,0,32.247379303,32.247379303,1.62456963631,2.05386452233,195177.420676,5871.72113488399,.53783095817606,3953.02983879479,.362084945292546,1918.69129608921,.175746012883514,39119.5713154823,3.58322816099784,26265.8673682202,2.40586981048007,12853.7039472621,1.17735835051777,21541608.7500909,11969791.8044085,0
BE,BENSubwatershed6,6,BE6,10324.6521,10410.5815,5038,48.3931,1482134.9168,142.3681,37.8287,169.9941,288.7667,1.3501,5038,48.3931,36.0663,24.2841,26.5876,28.8731,.1725,95.0616,.9837,100,1.2545,78.6546,634.3104,6.0929,1227,6.3416,17.3631,4352.6941,41.8103,901,27.8056,31.1122,3373.4815,32.4044,1862,24.3234,23.0239,1964.1661,18.867,891,12.4216,23.9109,85.9294,.8254,157,.7894,14.9593,0,25.2407989502,25.2407989502,.0616309029989,.639297650285,7039.78989505,7.82454918243029,0,14.1320943832,14.1320943832,.607273829324,.752102277849,69372.5331667,7563.13209003501,.732531422539168,5109.80954799526,.494913484590465,2453.32254203975,.237617937948704,41210.8616412058,3.99150123820694,28140.0380987437,2.72551925490485,13070.8235424621,1.26598198330209,27845354.7175734,12823882.5197765,0
BE,BENSubwatershed7,7,BE7,5675.6246,5684.3723,2728,47.9912,821077.206,144.4447,28.368,189.3486,292.904,1.3451,2728,47.9912,37.1639,24.6695,26.7452,32.7672,.3203,95.867,.9667,100,1.167,78.477,411.6047,7.241,819,7.3984,16.6607,2592.189,45.602,509,29.6463,30.2712,2055.0162,36.152,1006,28.9745,24.8095,616.8147,10.8511,356,7.5264,23.1506,8.7479,.1539,38,.3134,24.7983,0,46.5830879211,46.5830879211,.0658306760923,.806039159197,4106.32008261,7.78831294924224,0,12.0022687912,12.0022687912,.70542693627,.76867284071,44001.0051499,3438.84158036386,.605896588080167,2470.00289653194,.435194902871473,968.838683831921,.170701685208694,19509.7918743938,3.43747045468684,13960.3148731365,2.45969666019428,5549.47700125734,.977773794492565,13460013.7561584,6361947.24555767,0
BE,BENSubwatershed8,8,BE8,13559.0792,13607.1923,6139,45.1158,1766553.646,129.825,39.1203,641.7602,262.4896,1.3522,6139,45.1158,31.9791,23.8346,25.9859,35.5751,.1339,97.1044,.9528,100,1.1377,80.5732,1104.234,8.1151,1603,6.9786,16.7664,7448.2491,54.7376,860,25.0902,28.9566,3632.6366,26.6964,2528,24.5629,24.3773,1373.9595,10.0973,985,6.4297,20.8092,48.1132,.3536,163,.5704,22.2799,0,26.2775821686,26.2775821686,.0521105499867,.651512567656,7781.66842952,7.65247356279368,0,19.4391670227,19.4391670227,.827024081181,1.02789118065,123495.370922,6928.01491548691,.510950250625198,4811.01783166452,.354818919537289,2116.99708382239,.15613133108791,42669.4533432871,3.14692854241069,30074.1925648169,2.21801142402184,12595.2607784702,.928917118388851,26217121.5613756,13705308.8192359,0
BE,BENSubwatershed9,9,BE9,5147.1085,5166.0621,2287,44.2697,588579.5354,113.932,22.1038,768.8858,233.8474,1.3572,2287,44.2697,27.716,22.4937,24.9047,47.298,.3532,97.6452,.8512,100,.9049,82.9217,439.0328,8.4984,684,6.9398,16.0363,3524.5642,68.2254,290,22.616,25.8167,1060.7682,20.5334,870,21.4354,25.4855,122.7433,2.376,376,3.1078,19.3544,18.9537,.3669,67,.5798,20.6729,7.84414442023E-005,28.9880981445,28.9880197031,.0716447171341,.833395509648,4061.75394848,7.32140220662663,0,25.4248542786,25.4248542786,.912856986771,1.40577376575,51768.1197198,1369.7038588454,.26611132422124,1016.89167112719,.19756561788569,352.812187718215,.0685457063355503,12134.6731336787,2.35757088347346,9049.14414669645,1.75810246601494,3085.52898698228,.599468417458517,5541441.2270985,4123845.21423015,0
HP,HP12Subwatershed1,1,HP121,12942.3555,13007.7822,5105,39.2457,1438756.6835,110.6074,33.2374,2692.8905,225.7911,1.3249,5105,39.2457,25.5737,21.9282,21.0683,35.9208,.1159,98.4936,.793,100,1.1771,83.3712,7273.3831,55.9156,466,11.5545,17.2653,2600.5723,19.9924,1360,15.839,27.0606,1646.1452,12.6551,2172,13.0852,21.276,1422.2549,10.9339,938,9.5432,26.6893,65.4266,.503,169,.8305,26.9894,0,4.66087579727,4.66087579727,.34721037116,.55118233527,49570.8774802,8.01092955610486,0,31.4819297791,31.4819297791,3.99927069194,2.93738236701,570891.892003,17651.5423827,1.36385856366718,8987.23428655,.694404838945275,8664.30809617,.669453724723448,91317.6731207,7.05572282577928,47033.3594925,3.63406487269647,44284.3136282,3.42165795308281,48974961.6475,21433882.7306,0
HP,HP12Subwatershed10,10,HP1210,10454.9585,10464.5266,5155,49.2617,1554281.0389,148.5286,39.3687,126.1295,300.5649,1.3444,5155,49.2617,36.2262,23.5242,25.0872,26.1743,.1579,94.5129,.9879,100,1.3066,77.767,1472.0994,14.0675,1182,9.148,17.5499,3977.7211,38.0115,843,26.2075,30.2092,3345.4154,31.9691,2158,26.2291,23.0975,1659.7226,15.8605,915,10.2315,21.651,9.568,.0914,57,.2139,24.553,0,.75287938118,.75287938118,.0558652114185,.164122853549,6415.89607057,7.72269193611825,0,18.4950618744,18.4950618744,1.18659292756,1.2294591497,136267.145208,8755.56978635,.837456197109726,6017.75413074,.575588523927665,2737.81565562,.261867673183016,43981.0804732,4.20671975629554,30020.7777148,2.87143920416327,13960.3027583,1.33528055212271,32793100.5646,13680966.7854,0
HP,HP12Subwatershed11,11,HP1211,9597.2136,9641.9551,3861,40.0437,1238830.4212,128.4833,32.9063,476.0123,261.0742,1.3291,3861,40.0437,27.1191,20.2179,19.7363,33.357,.1822,96.6057,.9506,100,1.1883,80.7642,4612.6694,47.8396,633,13.807,16.3181,2665.3611,27.6434,969,17.6252,23.694,1907.4873,19.7832,1632,17.8067,21.9668,411.6958,4.2698,537,4.0958,22.386,44.7416,.464,90,.5911,21.75,0,.519698679447,.519698679447,.0684515475649,.100816388259,7244.36418189,7.78767585997405,0,49.8469314575,49.8469314575,3.80096067975,2.69163243244,402187.251446,8977.36675581,.935413874273883,4896.21320797,.510170286089079,4081.15354785,.425243588185846,52660.258394,5.48703619496392,29041.0899268,3.02599182816979,23619.1684672,2.46104436679413,26681384.5542,13234506.7963,0
HP,HP12Subwatershed12,12,HP1212,8130.9459,8158.1008,2548,31.2328,754093.003,92.4349,22.6244,3735.3817,191.4043,1.3326,2548,31.2328,18.2129,18.1602,16.9032,52.316,.2192,99.1366,.5421,100,.8434,86.0202,5864.3411,71.8837,305,11.5899,15.1447,1176.1304,14.4167,796,10.8814,21.8937,997.8018,12.2308,1160,11.7555,20.8054,92.6726,1.136,185,1.4584,23.7142,27.1548,.3329,102,.4862,19.2669,0,2.32869315147,2.32869315147,.384890289885,.470337654996,34460.3823243,7.94372770466132,0,37.457321167,37.457321167,4.85446645775,3.21373822264,434610.673029,9714.23257053,1.1947235524627,4873.87994313,.59942348689468,4840.3526274,.595300065568017,53978.23775,6.638617254851,27485.6255214,3.38037245105763,26492.6122287,3.25824480380567,26559681.8419,12525655.8442,0
HP,HP12Subwatershed13,13,HP1213,3549.9877,3568.0301,1390,38.9571,442717.5847,124.079,19.971,181.1836,254.8924,1.3318,1390,38.9571,25.1056,18.7611,18.4825,38.4122,.5036,96.2523,.9492,100,1.0877,81.4996,1745.1053,48.9095,266,13.5832,15.1808,1262.0599,35.3713,315,18.5629,21.8059,475.3911,13.3236,610,14.583,22.27,67.4314,1.8899,168,2.4952,20.6245,18.0424,.5057,31,.4355,16.0844,0,.489326268435,.489326268435,.0807752237811,.112787827784,3162.67311193,7.58736750087427,0,33.3472175598,33.3472175598,3.60301327056,2.75380913659,141079.587622,2798.63733772,.788351277307243,1563.66567188,.440470729484499,1234.97166584,.347880547822743,17591.60443,4.95539869898704,9979.29176743,2.81107784329225,7612.31266253,2.14432085568353,8521027.03322,4547728.92656,0
HP,HP12Subwatershed14,14,HP1214,14409.6256,14422.0183,6099,42.2895,1912838.21,132.6332,41.0785,169.312,268.3348,1.337,6099,42.2895,31.0099,22.6544,23.5992,27.0257,.1305,95.0385,.9883,100,1.3291,80.1469,3319.0808,23.014,1312,9.7909,17.3083,5258.3702,36.4607,1084,21.5188,28.7946,4013.6238,27.8298,2463,21.451,22.3951,1818.5508,12.6095,1177,8.7988,21.7472,12.3928,.0859,63,.1998,25.2593,0,.658048093319,.658048093319,.0359579579649,.0923059815564,5691.03004915,7.82171638406031,0,26.0825157166,26.0825157166,1.80361577128,1.79949268402,285456.464504,11291.1756243,.783585634889778,6847.67331735,.475215214290509,4443.50230696,.308370420599963,62630.3394461,4.34642378536886,38358.45392,2.66200212169288,24271.8855261,1.68442166367598,37315655.4507,17480584.2474,0
HP,HP12Subwatershed15,15,HP1215,11877.8514,11983.7368,2879,24.0242,855550.374,71.3926,21.5558,6403.4687,149.3346,1.3353,2879,24.0242,13.8758,17.5997,16.1306,57.4284,.2124,99.326,.4657,100,.79,89.1302,9039.4469,75.431,374,8.579,14.6095,1753.3975,14.6315,909,9.3764,21.1495,932.193,7.7788,1258,7.9586,21.0071,152.814,1.2752,302,1.377,20.8006,105.8855,.8836,36,.2865,16.1534,0,2.37710309029,2.37710309029,.516458313343,.560175317568,67908.0707049,7.84805321749168,0,50.0062522888,50.0062522888,5.16832353345,3.70821789598,679691.396207,13051.4573887,1.09880625284637,6021.54249067,.506955533276835,7029.91489798,.591850719565325,76927.9901086,6.47659138997142,36434.197389,3.06740639885426,40493.7927196,3.40918499111716,32813744.8226,16603668.6013,0
HP,HP12Subwatershed16,16,HP1216,15856.5749,15904.4147,5774,36.3044,1929350.3141,121.3091,39.7494,233.8617,246.1257,1.3315,5774,36.3044,25.9243,20.5514,20.4256,34.9807,.1221,96.01,.9853,100,1.1755,81.7884,6658.2998,41.8645,992,12.1299,16.0752,5614.5718,35.302,1260,17.9468,24.4028,3091.5455,19.4383,2513,17.8722,22.4476,492.1578,3.0945,907,3.3071,20.8173,47.8398,.3008,102,.3359,20.7225,0,.327308535576,.327308535576,.0482652089445,.0738767620877,8423.38906063,7.61414475815388,0,42.7091560364,42.7091560364,3.21078713758,2.47275670377,560401.154631,12548.2542884,.791359695743625,7211.40316971,.454789462112023,5336.85111869,.336570233631602,76020.8359214,4.79427848705208,44098.4919934,2.78108559203413,31922.343928,2.01319289501795,39297761.9588,20096414.8889,0
HP,HP12Subwatershed17,17,HP1217,12893.8779,13024.4578,3821,29.3371,1183679.3897,90.8813,27.8131,5304.9147,187.2787,1.3375,3821,29.3371,17.9487,18.3909,17.0174,51.5495,.1542,99.1955,.5927,100,.8729,86.2407,8968.0061,68.8551,516,10.7425,14.9729,2642.398,20.288,1221,12.713,21.2803,1226.6128,9.4178,1731,10.924,22.2096,56.861,.4366,274,.8121,21.2609,130.5799,1.0026,79,.4675,16.782,0,2.52887701988,2.52887701988,.345596665309,.45622433895,49394.4033893,7.78031923465488,0,70.2410507202,70.2410507202,4.51526401496,3.16298924604,645375.716186,14254.1898415,1.10550060672593,6806.44024747,.527881549698094,7447.74959406,.577619057030158,81333.9852292,6.30795373277112,39984.0241917,3.10100843995894,41349.9610374,3.20694529280442,37090960.294,18221383.6066,0
HP,HP12Subwatershed18,18,HP1218,6772.2041,6785.2348,2786,41.0597,905539.4862,133.4574,28.815,75.42,271.4259,1.3414,2786,41.0597,29.1931,20.854,22.0441,27.3197,.2764,94.1258,.9889,100,1.3239,80.0961,1854.5446,27.3321,463,10.4573,16.3825,2098.2998,30.9245,486,18.3303,28.5294,2139.3965,31.5302,1075,21.5708,20.91,679.9632,10.0212,717,7.3257,18.9137,13.0307,.192,45,.3264,22.5061,0,.362447410822,.362447410822,.052320885352,.0903288232847,3894.97598914,7.57068674247007,0,15.8308744431,15.8308744431,2.3400987519,1.86841843433,174248.433264,6169.94855684,.911069493141827,4036.56043801,.596048255251197,2133.38811884,.315021237892107,33547.4712253,4.95370055744481,21888.5498811,3.23211609660435,11658.9213442,1.72158446084045,21996799.7201,9974975.55683,0
HP,HP12Subwatershed19,19,HP1219,12354.1537,12400.0799,4551,36.7014,1467343.4524,118.3334,34.231,1122.7787,240.3768,1.3401,4551,36.7014,24.5522,19.9615,19.6459,34.5055,.1503,97.894,.9095,100,1.1947,82.2796,5900.5172,47.5845,693,12.0894,15.9312,3547.2539,28.6067,1090,16.0912,24.3533,2276.1728,18.3561,2023,16.3056,21.3475,630.2098,5.0823,672,4.08,20.3001,45.9262,.3704,73,.3641,18.7902,0,1.59685313702,1.59685313702,.198228733597,.259504116752,26973.7766955,7.59991524689011,0,26.0887317657,26.0887317657,3.73058065873,2.80810759754,507657.41604,12211.050357,.988416580651737,7026.65703248,.568768788466668,5184.39332448,.419647792181831,69280.9646553,5.60790858991013,40016.6938995,3.23912870693037,29264.2707558,2.36877988297976,38291007.8566,18236271.7348,0
HP,HP12Subwatershed2,2,HP122,6369.074,6379.7354,1983,31.0828,582632.763,91.3255,19.7075,2423.0879,188.7644,1.3261,1983,31.0828,18.1683,18.3807,17.3086,50.6438,.2606,98.8191,.6202,100,.8867,86.2971,4481.8161,70.2508,209,11.5603,15.5597,1146.1508,17.9655,710,12.2409,21.091,529.5184,8.3,833,9.0422,21.0882,211.5887,3.3166,203,2.9949,24.1032,10.6614,.1671,28,.2197,19.5126,0,1.16613590717,1.16613590717,.144003712005,.156415995438,10080.8358552,7.85953155884789,0,38.2671585083,38.2671585083,4.69868811162,3.35760211307,328964.552071,6757.02173531,1.06091116782597,3431.98417668,.538851358404691,3325.03755863,.522059809421275,39551.1456365,6.20987378016019,20295.5776983,3.18658217792728,19255.5679382,3.02329160223292,18702226.7439,9249031.68788,0
HP,HP12Subwatershed20,20,HP1220,3934.0729,3934.802,171,4.3458,41144.4203,10.4565,3.8606,3813.3263,35.0137,1.2952,171,4.3458,1.6885,6.8521,6.895,94.6279,1.7537,99.7879,.0309,100,.0878,97.8718,3873.9315,98.453,5,1.6641,6.7957,50.4824,1.283,113,1.3056,15.9944,9.4768,.2408,48,.3439,16.1259,.1822,.0046,2,.0166,27,.729,.0185,3,.0332,19.6818,0,3.87182784081,3.87182784081,1.02189808198,.789120759522,44134.7562628,7.95196859232705,0,40.8903770447,40.8903770447,6.02292310885,3.68995019595,260075.842763,4840.66722163,1.23044675192216,1968.43628333,.500355822925905,2872.2309383,.730090928996257,28853.0045878,7.33413063794522,12088.3724796,3.07273728445652,16764.6321082,4.2613933534887,10726780.7212,5508872.02035,0
HP,HP12Subwatershed21,21,HP1221,9981.9368,9995.3319,4016,40.1788,1353871.79,135.4504,35.2044,127.2645,275.0685,1.3421,4016,40.1788,30.4206,21.5779,22.1376,26.562,.1823,94.7475,.9873,100,1.3336,79.7176,3055.0961,30.5652,574,10.9655,16.5205,2722.3133,27.2358,792,19.587,28.7814,3083.5266,30.8497,1668,22.0518,21.5314,1121.0008,11.2152,908,7.6646,20.7378,13.3951,.134,74,.3123,24.7368,0,1.80766630173,1.80766630173,.100006130996,.254902169846,10969.8725212,7.58667762299678,0,38.0322418213,38.0322418213,2.56748768795,2.22298334834,281627.724491,9799.24751324,.981698012077175,6222.65629128,.623391673976537,3576.59122196,.358306338100638,52783.1226112,5.28786383532302,33471.7228936,3.35322929449924,19311.3997176,1.93463454082378,33909692.7368,15253619.7931,0
HP,HP12Subwatershed22,22,HP1222,3838.3933,3842.3117,566,14.7307,155189.6293,40.3897,7.7603,3219.016,89.9241,1.333,566,14.7307,6.9419,13.8517,13.2338,80.2169,.5937,99.4842,.1622,100,.3359,93.79,3523.9263,91.7137,40,5.9803,12.8712,252.7765,6.5788,309,5.2835,17.2527,57.2255,1.4894,177,2.1149,19.3662,4.465,.1162,24,.2524,22.95,3.9183,.102,16,.1542,18.875,0,5.25816249847,5.25816249847,.696544861797,.590382611835,29380.2622706,8.07404589552369,0,30.7463912964,30.7463912964,5.56578667979,3.37932940203,234686.96114,6497.32663942,1.69272039929311,2590.32453949,.674846045476893,3907.00209993,1.01787435381622,33585.0869149,8.74977739120689,13683.2823238,3.5648463443806,19901.804591,5.18493104680023,14115693.5416,6235698.91376,0
HP,HP12Subwatershed23,23,HP1223,12069.6662,12087.6176,1045,8.6452,280494.4632,23.2051,8.7606,10304.2162,54.5465,1.3197,1045,8.6452,4.1983,13.1617,11.5874,84.1886,.3704,99.6679,.1475,100,.2995,96.2189,11215.475,92.7848,135,3.1742,11.3283,707.5736,5.8537,578,3.3972,18.1718,145.0685,1.2001,280,1.527,22.4971,1.5491,.0128,12,.0347,23.9655,17.9513,.1485,40,.1645,18.3,0,5.5187869072,5.5187869072,1.29838246201,.928882213993,165857.972462,7.94396784252355,0,42.7940864563,42.7940864563,5.75048634363,3.76912350357,762876.769805,15082.9897521,1.24966088557611,6070.16825034,.502927599633203,9012.82150173,.746733285940418,88108.984268,7.3000348814949,36628.2418715,3.03473528302713,51480.7423966,4.26529959847605,33078725.643,16692097.8933,0
HP,HP12Subwatershed24,24,HP1224,7997.268,8046.2923,731,9.0849,187278.051,23.2751,6.7832,7080.9642,53.3856,1.3255,731,9.0849,4.3497,14.3636,12.2159,84.7742,.5823,99.597,.12,100,.2825,96.3851,7566.3451,94.0352,37,3.038,11.8425,298.9761,3.7157,370,2.7987,18.4834,123.7457,1.5379,237,2.0275,21.6172,8.2011,.1019,41,.2341,25.1613,49.0244,.6093,46,.5697,24.9753,0,16.678609848,16.678609848,.858892520076,1.01271563857,75841.9273078,7.90253691602008,0,76.7346496582,76.7346496582,5.84791871578,3.94734381014,516377.070522,10359.8404586,1.29542244408966,4312.07433894,.539193426922794,6047.76611966,.756229017166863,59268.6000465,7.41110589847683,25176.3672635,3.14812099125601,34092.232783,4.26298490722082,23498182.9378,11473288.5197,0
HP,HP12Subwatershed25,25,HP1225,11129.6367,11153.7844,2445,21.9208,812685.3139,72.8618,20.7093,4558.5442,150.5086,1.3191,2445,21.9208,14.0943,17.9622,16.7202,56.748,.213,99.1824,.5913,100,.8025,89.0435,7855.5709,70.4296,292,9.0815,15.0003,2471.6326,22.1596,893,10.4559,20.3293,742.6562,6.6583,1030,7.4756,22.2613,59.777,.5359,164,.7667,21.7923,24.1477,.2165,66,.2583,18.0094,0,2.39035058022,2.39035058022,.405720958997,.56654012969,49665.9254746,7.78643263137303,0,40.3807868958,40.3807868958,4.80606408283,3.20577852901,588276.661931,9231.33664542,.829437374664709,4460.48604456,.400775529767292,4770.85060086,.428661844897417,60685.9397721,5.45264337083887,29850.7675982,2.68209721510496,30835.1721739,2.77054615573391,24306936.483,13603490.3528,0
HP,HP12Subwatershed26,26,HP1226,9366.8535,9381.6154,2092,22.2989,566150.8455,60.3468,16.2952,7024.457,126.9938,1.3215,2092,22.2989,10.9569,16.2752,14.9527,71.6624,.1745,99.5499,.2513,100,.4786,90.7945,8176.69,87.1565,102,8.3026,14.3703,800.4284,8.5319,1036,7.6753,18.815,375.5198,4.0027,814,5.2513,20.4619,14.2153,.1515,73,.3109,22.2604,14.762,.1574,67,.2486,18.2241,0,3.21955060959,3.21955060959,.656999570754,.528303731489,67622.994819,7.8350668450927,0,129.755157471,129.755157471,5.30998129117,3.85660538576,546689.123833,11980.6921654,1.27905194261872,4900.19813636,.523142391023837,7080.49402904,.755909551594887,67617.2947766,7.21878427762322,28327.9391523,3.02427481675677,39289.3556244,4.19450946087712,26703099.9906,12909512.1492,0
HP,HP12Subwatershed27,27,HP1227,4702.7904,4727.8494,1393,29.4637,411746.0695,87.0895,16.7895,2497.8797,183.0667,1.3346,1393,29.4637,16.6693,17.0504,15.9879,55.0725,.4123,99.1034,.4717,100,.7921,86.7863,3536.8658,74.8092,134,10.9725,14.4462,592.1202,12.5241,433,9.4771,20.8529,533.1633,11.2771,610,10.4823,20.2535,40.6411,.8596,125,1.2555,21.0525,25.059,.53,91,.8175,20.7168,0,4.13195753098,4.13195753098,.466569511221,.591643216952,24205.1596727,8.0325855057514,0,55.5192222595,55.5192222595,5.31562590968,3.64923279453,275795.934698,6081.32155824,1.29313046956973,2891.23435771,.614791243451973,3190.08720053,.678339226117753,33002.2071743,7.01757985520682,15944.8972278,3.39051836709542,17057.3099465,3.6270614881114,15755469.0651,7266354.37101,0
HP,HP12Subwatershed28,28,HP1228,12491.75,12515.5333,3794,30.3143,1213352.8785,96.9478,28.566,4425.0696,197.7112,1.3255,3794,30.3143,19.0268,18.6087,17.527,49.314,.1462,99.1553,.6464,100,.9056,85.4586,8309.2746,66.3917,454,11.8753,15.4682,2612.3272,20.8727,1237,12.6022,21.5585,1448.0428,11.57,1734,11.803,21.3862,122.1054,.9756,278,1.2207,21.0528,23.7832,.19,91,.2876,19.2339,0,2.91341781616,2.91341781616,.369696480964,.525954026378,50764.5025871,7.77668865291375,0,41.7912254333,41.7912254333,4.43900759415,3.08920533234,609684.376033,14316.0296306,1.14603875602698,7315.5543777,.585630866587948,7000.47525287,.560407889436628,79366.1165225,6.35348262032942,41374.523239,3.31214787671863,37991.5932835,3.04133474361078,39865322.7071,18855057.1064,0
